,,text,target,Text,text_final
566,37859,Margareta of Romania Royal Foundation 3 actions for the elderly people during Covid 19 assistance online shopping and financial support inter generational program,2,"['margareta', 'of', 'romania', 'royal', 'foundation', '3', 'actions', 'for', 'the', 'elderly', 'people', 'during', 'covid', '19', 'assistance', 'online', 'shopping', 'and', 'financial', 'support', 'inter', 'generational', 'program']","['margareta', 'romania', 'royal', 'foundation', 'action', 'elderly', 'people', 'covid', 'assistance', 'online', 'shopping', 'financial', 'support', 'inter', 'generational', 'program']"
567,36209,Win an #Easterlunch from CornHall Deli and #socialdistancing supermarket https://t.co/TKYuKoW6a9,2,"['win', 'an', '#', 'easterlunch', 'from', 'cornhall', 'deli', 'and', '#', 'socialdistancing', 'supermarket', 'https', ':', '//t.co/tkyukow6a9']","['win', 'easterlunch', 'cornhall', 'deli', 'socialdistancing', 'supermarket', 'http']"
568,37658,Does the laundry machine work to disinfect clothes from #Covid19? Should you disinfect produce? Here's our guide on how to clean and disinfect everything in your home.  https://t.co/JAbTaPEIR2,2,"['does', 'the', 'laundry', 'machine', 'work', 'to', 'disinfect', 'clothes', 'from', '#', 'covid19', '?', 'should', 'you', 'disinfect', 'produce', '?', 'here', ""'s"", 'our', 'guide', 'on', 'how', 'to', 'clean', 'and', 'disinfect', 'everything', 'in', 'your', 'home', '.', 'https', ':', '//t.co/jabtapeir2']","['laundry', 'machine', 'work', 'disinfect', 'clothes', 'disinfect', 'produce', 'guide', 'clean', 'disinfect', 'everything', 'home', 'http']"
569,38431,"Kindly get in touch if you are looking for Certified Masks, PPE Kit, Gloves, Sanitizer, Infrared Thermometer, Disinfectant Tunnel.
#pursuite #gloves #N95mask #surgicalgown #coronavirus #safetyfirst #procurement #hospitality #hospitalityindustry #StaySafe #FlattenTheCurve https://t.co/myCQq16NHR",2,"['kindly', 'get', 'in', 'touch', 'if', 'you', 'are', 'looking', 'for', 'certified', 'masks', ',', 'ppe', 'kit', ',', 'gloves', ',', 'sanitizer', ',', 'infrared', 'thermometer', ',', 'disinfectant', 'tunnel', '.', '#', 'pursuite', '#', 'gloves', '#', 'n95mask', '#', 'surgicalgown', '#', 'coronavirus', '#', 'safetyfirst', '#', 'procurement', '#', 'hospitality', '#', 'hospitalityindustry', '#', 'staysafe', '#', 'flattenthecurve', 'https', ':', '//t.co/mycqq16nhr']","['kindly', 'get', 'touch', 'look', 'certified', 'mask', 'ppe', 'kit', 'glove', 'sanitizer', 'infrared', 'thermometer', 'disinfectant', 'tunnel', 'pursuite', 'glove', 'surgicalgown', 'coronavirus', 'safetyfirst', 'procurement', 'hospitality', 'hospitalityindustry', 'staysafe', 'flattenthecurve', 'http']"
570,35211,"Disposable mask ? already in supermarket in USA, things will be better sooner! Pay large attention to protect yourself! ???? #mask #masks #facemask #n95 #n95facemask #corona #coronavirus #coronavÃ­rus #coronavirÃ¼s #coronavid19 https://t.co/iikwK4Lgq4",2,"['disposable', 'mask', '?', 'already', 'in', 'supermarket', 'in', 'usa', ',', 'things', 'will', 'be', 'better', 'sooner', '!', 'pay', 'large', 'attention', 'to', 'protect', 'yourself', '!', '?', '?', '?', '?', '#', 'mask', '#', 'masks', '#', 'facemask', '#', 'n95', '#', 'n95facemask', '#', 'corona', '#', 'coronavirus', '#', 'coronavã\xadrus', '#', 'coronavirã¼s', '#', 'coronavid19', 'https', ':', '//t.co/iikwk4lgq4']","['disposable', 'mask', 'already', 'supermarket', 'usa', 'thing', 'good', 'sooner', 'pay', 'large', 'attention', 'protect', 'mask', 'mask', 'facemask', 'corona', 'coronavirus', 'http']"
571,38631,"@ssupnow 1.Sanitizer
2.Italy 
3.Wuhan 
4. Grocery
#coronavirus #covid19 #contest #alert #GiveawayAlert #competition #puzzle 
@ssupnow
Join.
@SujithDifferent 
@Aniketw1551 
@aakash_beast786 
@Aishhwaryaa1 
@Chandansahoo378",2,"['@', 'ssupnow', '1.sanitizer', '2.italy', '3.wuhan', '4.', 'grocery', '#', 'coronavirus', '#', 'covid19', '#', 'contest', '#', 'alert', '#', 'giveawayalert', '#', 'competition', '#', 'puzzle', '@', 'ssupnow', 'join', '.', '@', 'sujithdifferent', '@', 'aniketw1551', '@', 'aakash_beast786', '@', 'aishhwaryaa1', '@', 'chandansahoo378']","['ssupnow', 'grocery', 'coronavirus', 'contest', 'alert', 'giveawayalert', 'competition', 'puzzle', 'ssupnow', 'join', 'sujithdifferent']"
572,37845,This is absolutely brilliant. https://t.co/w2BWuOPBny,2,"['this', 'is', 'absolutely', 'brilliant', '.', 'https', ':', '//t.co/w2bwuopbny']","['absolutely', 'brilliant', 'http']"
573,40283,"Food banks across the country have seen a massive spike in demand amid the COVID-19 outbreak.

 https://t.co/NsBNunuPMJ",0,"['food', 'banks', 'across', 'the', 'country', 'have', 'seen', 'a', 'massive', 'spike', 'in', 'demand', 'amid', 'the', 'covid-19', 'outbreak', '.', 'https', ':', '//t.co/nsbnunupmj']","['food', 'bank', 'across', 'country', 'see', 'massive', 'spike', 'demand', 'amid', 'outbreak', 'http']"
574,34789,"As an industry, #affiliate is well-positioned to adapt and meet consumer needs. Take hold of that flexibility during this critical time. Adjust your #marketing strategies by following these best practices for both #advertisers and publishers &gt;&gt;
https://t.co/yeVK7etCf9",2,"['as', 'an', 'industry', ',', '#', 'affiliate', 'is', 'well-positioned', 'to', 'adapt', 'and', 'meet', 'consumer', 'needs', '.', 'take', 'hold', 'of', 'that', 'flexibility', 'during', 'this', 'critical', 'time', '.', 'adjust', 'your', '#', 'marketing', 'strategies', 'by', 'following', 'these', 'best', 'practices', 'for', 'both', '#', 'advertisers', 'and', 'publishers', '&', 'gt', ';', '&', 'gt', ';', 'https', ':', '//t.co/yevk7etcf9']","['industry', 'affiliate', 'adapt', 'meet', 'consumer', 'need', 'take', 'hold', 'flexibility', 'critical', 'time', 'adjust', 'marketing', 'strategy', 'follow', 'best', 'practice', 'advertiser', 'publisher', 'gt', 'gt', 'http']"
575,33457,GI Feature Interview HALF TIME TALK with of Energy Outlook Advisors Prices are not going to rise enough to save shale,2,"['gi', 'feature', 'interview', 'half', 'time', 'talk', 'with', 'of', 'energy', 'outlook', 'advisors', 'prices', 'are', 'not', 'going', 'to', 'rise', 'enough', 'to', 'save', 'shale']","['gi', 'feature', 'interview', 'half', 'time', 'talk', 'energy', 'outlook', 'advisor', 'price', 'go', 'rise', 'enough', 'save', 'shale']"
576,39138,"Today, you're going to hear more about how the COVID-19 pandemic is impacting the U.S. economy. @nytimes did a great job pulling together spending data to show the shift in consumer spending as a result of the pandemic. 
#COVID19 
https://t.co/PH2TB1AYN7",2,"['today', ',', 'you', ""'re"", 'going', 'to', 'hear', 'more', 'about', 'how', 'the', 'covid-19', 'pandemic', 'is', 'impacting', 'the', 'u.s.', 'economy', '.', '@', 'nytimes', 'did', 'a', 'great', 'job', 'pulling', 'together', 'spending', 'data', 'to', 'show', 'the', 'shift', 'in', 'consumer', 'spending', 'as', 'a', 'result', 'of', 'the', 'pandemic', '.', '#', 'covid19', 'https', ':', '//t.co/ph2tb1ayn7']","['today', 'go', 'hear', 'pandemic', 'impact', 'economy', 'nytimes', 'great', 'job', 'pull', 'together', 'spend', 'data', 'show', 'shift', 'consumer', 'spending', 'result', 'pandemic', 'http']"
577,40759,Remember when you could be picky over the sanitizer scent you wanted...ahhh the good ole days #COVID19 #coronavirus #COVIDpandemic,2,"['remember', 'when', 'you', 'could', 'be', 'picky', 'over', 'the', 'sanitizer', 'scent', 'you', 'wanted', '...', 'ahhh', 'the', 'good', 'ole', 'days', '#', 'covid19', '#', 'coronavirus', '#', 'covidpandemic']","['remember', 'could', 'picky', 'sanitizer', 'scent', 'want', 'ahhh', 'good', 'ole', 'day', 'coronavirus', 'covidpandemic']"
578,35894,Yext usage has skyrocketed 84 since the Coronavirus appeared We re publicizing the Search impact we re seeing by industry and geography in this special report,2,"['yext', 'usage', 'has', 'skyrocketed', '84', 'since', 'the', 'coronavirus', 'appeared', 'we', 're', 'publicizing', 'the', 'search', 'impact', 'we', 're', 'seeing', 'by', 'industry', 'and', 'geography', 'in', 'this', 'special', 'report']","['yext', 'usage', 'skyrocket', 'since', 'coronavirus', 'appear', 'publicize', 'search', 'impact', 'see', 'industry', 'geography', 'special', 'report']"
579,37844,Wonderful to see our former Prime Minister May and current MP for Maidenhead not only setting a example whilst queueing outside her local supermarket but also refraining from stockpiling leaving with just one bag of shopping   Tories  ,2,"['wonderful', 'to', 'see', 'our', 'former', 'prime', 'minister', 'may', 'and', 'current', 'mp', 'for', 'maidenhead', 'not', 'only', 'setting', 'a', 'example', 'whilst', 'queueing', 'outside', 'her', 'local', 'supermarket', 'but', 'also', 'refraining', 'from', 'stockpiling', 'leaving', 'with', 'just', 'one', 'bag', 'of', 'shopping', 'tories']","['wonderful', 'see', 'former', 'prime', 'minister', 'may', 'current', 'mp', 'maidenhead', 'set', 'example', 'whilst', 'queue', 'outside', 'local', 'supermarket', 'also', 'refrain', 'stockpile', 'leave', 'one', 'bag', 'shopping', 'tory']"
580,38759,When will Europe be done with COVID 19   Most Europeans believe it will have long lasting impact signaling that some major changes we ve seen in the consumer and retail environment will stick around as well  ,2,"['when', 'will', 'europe', 'be', 'done', 'with', 'covid', '19', 'most', 'europeans', 'believe', 'it', 'will', 'have', 'long', 'lasting', 'impact', 'signaling', 'that', 'some', 'major', 'changes', 'we', 've', 'seen', 'in', 'the', 'consumer', 'and', 'retail', 'environment', 'will', 'stick', 'around', 'as', 'well']","['europe', 'do', 'covid', 'european', 'believe', 'long', 'lasting', 'impact', 'signal', 'major', 'change', 'see', 'consumer', 'retail', 'environment', 'stick', 'around', 'well']"
581,39124,She wanted me to EAT HER ASS FOR HAND SANITIZER ??????????                              #QuarantineLife #coronavirus #funny #MyHandsCleanTho #EatOrBeEaten https://t.co/Zx8pAcWPtM,0,"['she', 'wanted', 'me', 'to', 'eat', 'her', 'ass', 'for', 'hand', 'sanitizer', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '#', 'quarantinelife', '#', 'coronavirus', '#', 'funny', '#', 'myhandscleantho', '#', 'eatorbeeaten', 'https', ':', '//t.co/zx8pacwptm']","['want', 'eat', 'as', 'hand', 'sanitizer', 'quarantinelife', 'coronavirus', 'funny', 'myhandscleantho', 'eatorbeeaten', 'http']"
582,37612,@BipolarBattle 60 minutes current program tv add we are all going to starve because charities are not even getting enough food because of huge demand. Loaded question how long will covid-19 last? Fear fear! qui sonne la cloche,0,"['@', 'bipolarbattle', '60', 'minutes', 'current', 'program', 'tv', 'add', 'we', 'are', 'all', 'going', 'to', 'starve', 'because', 'charities', 'are', 'not', 'even', 'getting', 'enough', 'food', 'because', 'of', 'huge', 'demand', '.', 'loaded', 'question', 'how', 'long', 'will', 'covid-19', 'last', '?', 'fear', 'fear', '!', 'qui', 'sonne', 'la', 'cloche']","['bipolarbattle', 'minute', 'current', 'program', 'tv', 'add', 'go', 'starve', 'charity', 'even', 'get', 'enough', 'food', 'huge', 'demand', 'load', 'question', 'long', 'last', 'fear', 'fear', 'qui', 'sonne', 'la', 'cloche']"
583,40534,"Folks who live on credit are coming to a reckoning. Consumer debt is bad. Do without charging booze, food and household bills. Pay everything off every month. If you canÂt, reduce consumption or increase your wage. Feee advice is generally worth what you paid. #coronavirus",0,"['folks', 'who', 'live', 'on', 'credit', 'are', 'coming', 'to', 'a', 'reckoning', '.', 'consumer', 'debt', 'is', 'bad', '.', 'do', 'without', 'charging', 'booze', ',', 'food', 'and', 'household', 'bills', '.', 'pay', 'everything', 'off', 'every', 'month', '.', 'if', 'you', 'canâ\x92t', ',', 'reduce', 'consumption', 'or', 'increase', 'your', 'wage', '.', 'feee', 'advice', 'is', 'generally', 'worth', 'what', 'you', 'paid', '.', '#', 'coronavirus']","['folk', 'live', 'credit', 'come', 'reckoning', 'consumer', 'debt', 'bad', 'without', 'charge', 'booze', 'food', 'household', 'bill', 'pay', 'everything', 'every', 'month', 'reduce', 'consumption', 'increase', 'wage', 'feee', 'advice', 'generally', 'worth', 'pay', 'coronavirus']"
584,35375,"Pls #StayAtHome Philly &amp; surrounding areas like Delco.  Grocery shopping the other day was a nightmare. Only half were wearing masks, workers with gloves only, no social distancing except chk out, no limits on shoppers in the store at once. Do better! 

https://t.co/vALYGnjVgJ",2,"['pls', '#', 'stayathome', 'philly', '&', 'amp', ';', 'surrounding', 'areas', 'like', 'delco', '.', 'grocery', 'shopping', 'the', 'other', 'day', 'was', 'a', 'nightmare', '.', 'only', 'half', 'were', 'wearing', 'masks', ',', 'workers', 'with', 'gloves', 'only', ',', 'no', 'social', 'distancing', 'except', 'chk', 'out', ',', 'no', 'limits', 'on', 'shoppers', 'in', 'the', 'store', 'at', 'once', '.', 'do', 'better', '!', 'https', ':', '//t.co/valygnjvgj']","['pls', 'stayathome', 'philly', 'amp', 'surround', 'area', 'like', 'delco', 'grocery', 'shop', 'day', 'nightmare', 'half', 'wear', 'mask', 'worker', 'glove', 'social', 'distancing', 'except', 'chk', 'limit', 'shopper', 'store', 'good', 'http']"
585,39341,Families fear care homes may collapse under #coronavirus pressure https://t.co/GrskpXSbjy  #CAREHOMES  bottom of the pile !,0,"['families', 'fear', 'care', 'homes', 'may', 'collapse', 'under', '#', 'coronavirus', 'pressure', 'https', ':', '//t.co/grskpxsbjy', '#', 'carehomes', 'bottom', 'of', 'the', 'pile', '!']","['family', 'fear', 'care', 'home', 'may', 'collapse', 'coronavirus', 'pressure', 'http', 'carehomes', 'bottom', 'pile']"
586,34988,"#COVID19 share #coronavirus #coronavirusuk BBC News - Coronavirus: 'Despicable' men lick hands and wipe supermarket food
https://t.co/3SrDDSwdly",2,"['#', 'covid19', 'share', '#', 'coronavirus', '#', 'coronavirusuk', 'bbc', 'news', '-', 'coronavirus', ':', ""'despicable"", ""'"", 'men', 'lick', 'hands', 'and', 'wipe', 'supermarket', 'food', 'https', ':', '//t.co/3srddswdly']","['share', 'coronavirus', 'coronavirusuk', 'bbc', 'news', 'coronavirus', 'men', 'lick', 'hand', 'wipe', 'supermarket', 'food', 'http']"
587,35765,"As people prepare to stay home for an extended period of time, people sometimes dismiss food safety rules as they pack their refrigerators. The @Cornell Food Institute has an entire page dedicated to Q&amp;A and FAQ's to keep us safe. https://t.co/KaaxlzubNI
#foodsafety https://t.co/3EfdpSHWfY",2,"['as', 'people', 'prepare', 'to', 'stay', 'home', 'for', 'an', 'extended', 'period', 'of', 'time', ',', 'people', 'sometimes', 'dismiss', 'food', 'safety', 'rules', 'as', 'they', 'pack', 'their', 'refrigerators', '.', 'the', '@', 'cornell', 'food', 'institute', 'has', 'an', 'entire', 'page', 'dedicated', 'to', 'q', '&', 'amp', ';', 'a', 'and', 'faq', ""'s"", 'to', 'keep', 'us', 'safe', '.', 'https', ':', '//t.co/kaaxlzubni', '#', 'foodsafety', 'https', ':', '//t.co/3efdpshwfy']","['people', 'prepare', 'stay', 'home', 'extended', 'period', 'time', 'people', 'sometimes', 'dismiss', 'food', 'safety', 'rule', 'pack', 'refrigerator', 'cornell', 'food', 'institute', 'entire', 'page', 'dedicate', 'q', 'amp', 'faq', 'keep', 'u', 'safe', 'http', 'foodsafety', 'http']"
588,39434,So the UK has had 3 weeks of social restrictions tomorrow. New cases of covid-19 arenÂt dropping like I was expecting. Any thoughts why? Could it be that supermarket shopping is sufficient for it to keep being passed around? Is the incubation period longer that thought?,2,"['so', 'the', 'uk', 'has', 'had', '3', 'weeks', 'of', 'social', 'restrictions', 'tomorrow', '.', 'new', 'cases', 'of', 'covid-19', 'arenâ\x92t', 'dropping', 'like', 'i', 'was', 'expecting', '.', 'any', 'thoughts', 'why', '?', 'could', 'it', 'be', 'that', 'supermarket', 'shopping', 'is', 'sufficient', 'for', 'it', 'to', 'keep', 'being', 'passed', 'around', '?', 'is', 'the', 'incubation', 'period', 'longer', 'that', 'thought', '?']","['uk', 'week', 'social', 'restriction', 'tomorrow', 'new', 'case', 'drop', 'like', 'expect', 'thought', 'could', 'supermarket', 'shopping', 'sufficient', 'keep', 'pass', 'around', 'incubation', 'period', 'longer', 'think']"
589,32558,How can brands learn from the chaos of COVID 19 to create a better future The needs of your consumer are changing by the minute tells If you re able to spot those needs and push yourself to try new things you can adapt,2,"['how', 'can', 'brands', 'learn', 'from', 'the', 'chaos', 'of', 'covid', '19', 'to', 'create', 'a', 'better', 'future', 'the', 'needs', 'of', 'your', 'consumer', 'are', 'changing', 'by', 'the', 'minute', 'tells', 'if', 'you', 're', 'able', 'to', 'spot', 'those', 'needs', 'and', 'push', 'yourself', 'to', 'try', 'new', 'things', 'you', 'can', 'adapt']","['brand', 'learn', 'chaos', 'covid', 'create', 'good', 'future', 'need', 'consumer', 'change', 'minute', 'tell', 'able', 'spot', 'need', 'push', 'try', 'new', 'thing', 'adapt']"
590,37925,"Keeping yourself and your money safe is more important than ever during the #coronavirus pandemic. Check out the helpful tips compiled by the Federal Deposit Insurance Corporation (FDIC) by following the link below!

https://t.co/x2eE8kszZh",2,"['keeping', 'yourself', 'and', 'your', 'money', 'safe', 'is', 'more', 'important', 'than', 'ever', 'during', 'the', '#', 'coronavirus', 'pandemic', '.', 'check', 'out', 'the', 'helpful', 'tips', 'compiled', 'by', 'the', 'federal', 'deposit', 'insurance', 'corporation', '(', 'fdic', ')', 'by', 'following', 'the', 'link', 'below', '!', 'https', ':', '//t.co/x2ee8kszzh']","['keep', 'money', 'safe', 'important', 'ever', 'coronavirus', 'pandemic', 'check', 'helpful', 'tip', 'compile', 'federal', 'deposit', 'insurance', 'corporation', 'fdic', 'follow', 'link', 'http']"
